time;tmp;mslp;sp;tp;irradiance
2022-08-20 17:00:00;23.399566650390625;1019.9500122070312;930.9324951171875;0.0;150.13333129882812
2022-08-20 18:00:00;21.822906494140625;1020.4124755859375;931.2687377929688;0.0;19.253334045410156
2022-08-20 19:00:00;20.147857666015625;1020.9556274414062;931.6318969726562;0.0;0.0
2022-08-20 20:00:00;19.382476806640625;1021.609375;932.1012573242188;0.0;0.0
2022-08-20 21:00:00;18.713775634765625;1022.436279296875;932.7306518554688;0.0;0.0
2022-08-20 22:00:00;18.550689697265625;1022.849365234375;932.9974975585938;0.0;0.0
2022-08-20 23:00:00;18.238433837890625;1023.1475219726562;933.1824951171875;9.965896606445312e-05;0.0
2022-08-21 00:00:00;16.819244384765625;1023.1337280273438;933.0718994140625;0.00010061264038085938;0.0
2022-08-21 01:00:00;16.466217041015625;1022.40185546875;932.3150024414062;0.00012493133544921875;0.0
2022-08-21 02:00:00;16.045074462890625;1022.0656127929688;931.9556274414062;0.00021600723266601562;0.0
2022-08-21 03:00:00;15.787261962890625;1022.0237426757812;931.8699951171875;0.0001163482666015625;0.0
2022-08-21 04:00:00;15.354888916015625;1022.0125122070312;931.829345703125;0.00010967254638671875;0.0
2022-08-21 05:00:00;15.079742431640625;1022.4693603515625;932.2374877929688;8.678436279296875e-05;0.0
2022-08-21 06:00:00;14.859283447265625;1023.01123046875;932.7112426757812;4.9114227294921875e-05;0.0
2022-08-21 07:00:00;16.043121337890625;1023.46875;933.1768798828125;5.6743621826171875e-05;9.279999732971191
2022-08-21 08:00:00;16.522369384765625;1024.20556640625;933.8743896484375;0.00010728836059570312;53.33333206176758
2022-08-21 09:00:00;17.065826416015625;1024.9324951171875;934.5718994140625;7.43865966796875e-05;122.91555786132812
2022-08-21 10:00:00;17.397857666015625;1024.9068603515625;934.6143798828125;5.054473876953125e-05;126.43555450439453
2022-08-21 11:00:00;18.552398681640625;1024.4769287109375;934.296875;4.100799560546875e-05;237.83111572265625
2022-08-21 12:00:00;19.478912353515625;1023.3218994140625;933.344970703125;2.384185791015625e-05;254.55999755859375
2022-08-21 13:00:00;19.694244384765625;1022.0812377929688;932.306884765625;3.1948089599609375e-05;255.0399932861328
2022-08-21 14:00:00;20.044342041015625;1021.3049926757812;931.661865234375;4.38690185546875e-05;280.12445068359375
2022-08-21 15:00:00;19.392486572265625;1020.8350219726562;931.2418823242188;7.62939453125e-06;158.4711151123047
2022-08-21 16:00:00;19.225982666015625;1021.1843872070312;931.501220703125;2.956390380859375e-05;113.91999816894531
2022-08-21 17:00:00;18.451324462890625;1021.6087646484375;931.8231201171875;1.7642974853515625e-05;46.1511116027832
2022-08-21 18:00:00;17.914459228515625;1022.123779296875;932.2368774414062;1.7642974853515625e-05;5.706666469573975
2022-08-21 19:00:00;17.335845947265625;1022.3856201171875;932.39501953125;1.71661376953125e-05;0.0
2022-08-21 20:00:00;17.075592041015625;1022.9149780273438;932.844970703125;1.4781951904296875e-05;0.0
2022-08-21 21:00:00;16.909820556640625;1023.3062744140625;933.1681518554688;1.6689300537109375e-05;0.0
2022-08-21 22:00:00;16.455230712890625;1023.5418701171875;933.3699951171875;2.574920654296875e-05;0.0
2022-08-21 23:00:00;15.983306884765625;1023.4868774414062;933.2725219726562;2.4318695068359375e-05;0.0
2022-08-22 00:00:00;15.658355712890625;1023.1624755859375;932.9537353515625;6.198883056640625e-05;0.0
2022-08-22 01:00:00;15.646148681640625;1022.6024780273438;932.4268798828125;5.054473876953125e-05;0.0
2022-08-22 02:00:00;15.500152587890625;1021.7662353515625;931.6381225585938;5.6743621826171875e-05;0.0
2022-08-22 03:00:00;15.412261962890625;1021.5250244140625;931.4131469726562;4.4345855712890625e-05;0.0
2022-08-22 04:00:00;15.381256103515625;1021.0187377929688;930.93310546875;5.4836273193359375e-05;0.0
2022-08-22 05:00:00;15.100494384765625;1021.5812377929688;931.4512329101562;4.8160552978515625e-05;0.0
2022-08-22 06:00:00;15.024932861328125;1022.0006103515625;931.8187255859375;4.8160552978515625e-05;0.0
2022-08-22 07:00:00;15.873565673828125;1022.7306518554688;932.5381469726562;5.2928924560546875e-05;14.133333206176758
2022-08-22 08:00:00;16.023834228515625;1023.5218505859375;933.2693481445312;4.863739013671875e-05;54.98666763305664
2022-08-22 09:00:00;16.430816650390625;1024.0643310546875;933.7937622070312;5.0067901611328125e-05;108.26667022705078
2022-08-22 10:00:00;17.196441650390625;1024.074951171875;933.8699951171875;3.62396240234375e-05;192.4088897705078
2022-08-22 11:00:00;17.724517822265625;1023.421875;933.3474731445312;2.956390380859375e-05;246.32888793945312
2022-08-22 12:00:00;19.495758056640625;1022.1687622070312;932.2762451171875;1.9073486328125e-05;270.9333190917969
2022-08-22 13:00:00;20.325592041015625;1021.193115234375;931.5050048828125;3.337860107421875e-05;337.3155517578125
2022-08-22 14:00:00;20.996978759765625;1020.14501953125;930.6950073242188;6.341934204101562e-05;333.4044494628906
2022-08-22 15:00:00;21.200347900390625;1019.9237670898438;930.48876953125;8.0108642578125e-05;303.8222351074219
2022-08-22 16:00:00;20.854888916015625;1019.8456420898438;930.4456176757812;3.5762786865234375e-05;293.83111572265625
2022-08-22 17:00:00;20.158599853515625;1020.1118774414062;930.6568603515625;2.86102294921875e-06;144.67555236816406
2022-08-22 18:00:00;18.787506103515625;1020.760009765625;931.1793823242188;0.0;11.69777774810791
2022-08-22 19:00:00;18.202301025390625;1021.0599975585938;931.4837646484375;4.76837158203125e-07;0.0
2022-08-22 20:00:00;17.401519775390625;1021.9112548828125;932.181884765625;0.0;0.0
2022-08-22 21:00:00;16.899078369140625;1022.2806396484375;932.4593505859375;0.0;0.0
2022-08-22 22:00:00;17.033355712890625;1022.670654296875;932.7806396484375;0.0;0.0
2022-08-22 23:00:00;17.183624267578125;1022.6624755859375;932.7218627929688;4.76837158203125e-07;0.0
2022-08-23 00:00:00;16.812652587890625;1022.4737548828125;932.5093994140625;4.76837158203125e-06;0.0
2022-08-23 01:00:00;16.423248291015625;1021.5687255859375;931.6318969726562;1.4781951904296875e-05;0.0
2022-08-23 02:00:00;16.415557861328125;1021.2281494140625;931.27001953125;2.002716064453125e-05;0.0
2022-08-23 03:00:00;16.425445556640625;1021.1500244140625;931.171875;4.1961669921875e-05;0.0
2022-08-23 04:00:00;16.437408447265625;1021.0587768554688;931.061279296875;8.96453857421875e-05;0.0
2022-08-23 05:00:00;16.376739501953125;1021.6243896484375;931.5562744140625;6.4849853515625e-05;0.0
2022-08-23 06:00:00;16.388336181640625;1022.313720703125;932.16064453125;7.534027099609375e-05;0.0
2022-08-23 07:00:00;17.462310791015625;1022.916259765625;932.7725219726562;4.57763671875e-05;14.613333702087402
2022-08-23 08:00:00;17.416900634765625;1023.8568725585938;933.66748046875;2.47955322265625e-05;81.91999816894531
2022-08-23 09:00:00;17.974517822265625;1024.2237548828125;934.1487426757812;5.626678466796875e-05;163.0755615234375
2022-08-23 10:00:00;19.541900634765625;1024.0919189453125;934.2306518554688;7.343292236328125e-05;418.8800048828125
2022-08-23 11:00:00;21.241119384765625;1023.224365234375;933.6456298828125;2.0503997802734375e-05;563.2533569335938
2022-08-23 12:00:00;23.571197509765625;1022.1587524414062;932.7625122070312;2.86102294921875e-06;621.4044189453125
2022-08-23 13:00:00;24.075836181640625;1020.7162475585938;931.54248046875;8.58306884765625e-06;549.1022338867188
2022-08-23 14:00:00;23.637847900390625;1019.943115234375;930.9131469726562;2.384185791015625e-06;373.4755554199219
2022-08-23 15:00:00;23.251861572265625;1019.072509765625;930.1356201171875;1.049041748046875e-05;367.09332275390625
2022-08-23 16:00:00;23.106842041015625;1019.1468505859375;930.1925048828125;8.106231689453125e-06;306.9689025878906
2022-08-23 17:00:00;22.479644775390625;1019.728759765625;930.630615234375;0.0;114.16889190673828
2022-08-23 18:00:00;20.755279541015625;1020.4756469726562;931.2081298828125;0.0;11.235555648803711
2022-08-23 19:00:00;19.688629150390625;1020.8356323242188;931.4481201171875;0.0;0.0
2022-08-23 20:00:00;18.956451416015625;1021.6468505859375;932.0987548828125;4.76837158203125e-07;0.0
2022-08-23 21:00:00;18.409332275390625;1022.2412719726562;932.5625;1.430511474609375e-06;0.0
2022-08-23 22:00:00;17.589019775390625;1022.2106323242188;932.4093627929688;1.430511474609375e-06;0.0
2022-08-23 23:00:00;17.436920166015625;1022.5131225585938;932.576904296875;9.5367431640625e-07;0.0
2022-08-24 00:00:00;16.392730712890625;1022.3093872070312;932.32373046875;4.76837158203125e-07;0.0
2022-08-24 01:00:00;16.155670166015625;1021.7050170898438;931.7262573242188;4.76837158203125e-06;0.0
2022-08-24 02:00:00;16.156158447265625;1021.110595703125;931.1156005859375;5.245208740234375e-06;0.0
2022-08-24 03:00:00;15.590362548828125;1021.015625;930.97998046875;5.7220458984375e-06;0.0
2022-08-24 04:00:00;15.541168212890625;1020.85498046875;930.7949829101562;3.814697265625e-06;0.0
2022-08-24 05:00:00;15.667633056640625;1021.3143920898438;931.2100219726562;9.5367431640625e-07;0.0
2022-08-24 06:00:00;15.920806884765625;1022.2675170898438;932.0449829101562;1.9073486328125e-06;0.017777778208255768
2022-08-24 07:00:00;17.761993408203125;1022.7650146484375;932.6581420898438;3.814697265625e-06;53.8488883972168
2022-08-24 08:00:00;19.210235595703125;1023.4156494140625;933.4343872070312;3.814697265625e-06;213.3866729736328
2022-08-24 09:00:00;20.439361572265625;1023.9793701171875;934.171875;1.9073486328125e-06;352.46221923828125
2022-08-24 10:00:00;21.745025634765625;1023.6381225585938;934.0562744140625;2.86102294921875e-06;529.4933471679688
2022-08-24 11:00:00;22.806549072265625;1023.3418579101562;933.9099731445312;1.049041748046875e-05;592.2666625976562
2022-08-24 12:00:00;23.948883056640625;1021.79248046875;932.6112670898438;1.71661376953125e-05;614.2044677734375
2022-08-24 13:00:00;24.473052978515625;1020.661865234375;931.6525268554688;4.00543212890625e-05;543.804443359375
2022-08-24 14:00:00;24.847320556640625;1019.9974975585938;931.0756225585938;4.6253204345703125e-05;496.0
2022-08-24 15:00:00;24.474761962890625;1019.7100219726562;930.7893676757812;3.814697265625e-06;312.65777587890625
2022-08-24 16:00:00;23.992340087890625;1019.6337280273438;930.671875;0.0;216.67555236816406
2022-08-24 17:00:00;23.236968994140625;1020.3587646484375;931.2818603515625;0.0;108.74666595458984
2022-08-24 18:00:00;21.368804931640625;1020.55810546875;931.3825073242188;0.0;16.568889617919922
2022-08-24 19:00:00;20.350738525390625;1020.8375244140625;931.6181030273438;0.0;0.0
